ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,rating_count,rating_mean,genre,book_age,popularity_score
0689710887,Greenwitch,Susan Cooper,1986.0,Simon Pulse,http://images.amazon.com/images/P/0689710887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689710887.01.LZZZZZZZ.jpg,11,8.636363636363637,Fantasy,40.0,5.299465240641711
0689710879,The Dark Is Rising,Susan Cooper,1986.0,Simon Pulse,http://images.amazon.com/images/P/0689710879.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710879.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689710879.01.LZZZZZZZ.jpg,12,8.25,Horror,40.0,5.078342245989305
0020427859,"Over Sea, Under Stone",Susan Cooper,1989.0,Simon Pulse,http://images.amazon.com/images/P/0020427859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020427859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020427859.01.LZZZZZZZ.jpg,9,8.333333333333334,Fiction,37.0,5.096256684491979
0316107018,"Politically, Fashionably, and Aerodynamically Incorrect: The First Outland Collection",Berkeley Breathed,1992.0,Little Brown &amp; Co,http://images.amazon.com/images/P/0316107018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316107018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316107018.01.LZZZZZZZ.jpg,8,8.375,Fiction,34.0,5.110561497326203
0441068804,The Blue Sword,Robin McKinley,1991.0,Ace Books,http://images.amazon.com/images/P/0441068804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441068804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441068804.01.LZZZZZZZ.jpg,10,9.1,Fantasy,35.0,5.566951871657754
0316096199,Lucky : A Memoir,Alice Sebold,2002.0,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg,100,8.31,Biography,24.0,6.05551871657754
1551669307,A Gift To Last,Debbie Macomber,2002.0,Mira,http://images.amazon.com/images/P/1551669307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669307.01.LZZZZZZZ.jpg,7,8.285714285714286,Fiction,24.0,5.046294881589
0060532149,Bare Necessity,Carole Matthews,2003.0,Avon Trade,http://images.amazon.com/images/P/0060532149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060532149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060532149.01.LZZZZZZZ.jpg,9,7.555555555555555,Fiction,23.0,4.629590017825312
081296683X,Girls' Poker Night: A Novel,Jill Davis,2003.0,Random House Trade,http://images.amazon.com/images/P/081296683X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081296683X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081296683X.01.LZZZZZZZ.jpg,11,7.0,Fiction,23.0,4.317647058823529
0375713751,I Don't Know How She Does It,ALLISON PEARSON,2003.0,Knopf,http://images.amazon.com/images/P/0375713751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375713751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375713751.01.LZZZZZZZ.jpg,13,7.230769230769231,Fiction,23.0,4.477498971616618
0684859777,Eat Mangoes Naked : Finding Pleasure Everywhere (and dancing with the Pits),Sark,2001.0,Fireside,http://images.amazon.com/images/P/0684859777.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684859777.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684859777.01.LZZZZZZZ.jpg,7,9.142857142857142,Fiction,25.0,5.560580595874713
0440224845,Bittersweet,DANIELLE STEEL,2000.0,Dell,http://images.amazon.com/images/P/0440224845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224845.01.LZZZZZZZ.jpg,11,7.363636363636363,Fiction,26.0,4.535828877005347
0671864173,WAITING TO EXHALE,Terry McMillan,1993.0,Pocket,http://images.amazon.com/images/P/0671864173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671864173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671864173.01.LZZZZZZZ.jpg,13,7.230769230769231,Fiction,33.0,4.477498971616618
0373079613,"Enchanted: The Donovan Legacy (Intimate Moments, #961)",Nora Roberts,1999.0,Silhouette,http://images.amazon.com/images/P/0373079613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373079613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373079613.01.LZZZZZZZ.jpg,10,8.0,Fiction,27.0,4.906951871657754
0440200989,Weep No More My Lady,Mary Higgins Clark,1993.0,Dell,http://images.amazon.com/images/P/0440200989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.LZZZZZZZ.jpg,22,7.5,Fiction,33.0,4.735294117647059
0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996.0,Pocket,http://images.amazon.com/images/P/0671568175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg,28,7.464285714285714,Romance,30.0,4.77803666921314
0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999.0,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg,39,7.6923076923076925,Fiction,27.0,5.0324969148498555
0446607193,Unspeakable,Sandra Brown,1999.0,Warner Books,http://images.amazon.com/images/P/0446607193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg,27,7.555555555555555,Fiction,27.0,4.822103386809269
0671705091,A Knight in Shining Armor,Jude Deveraux,1990.0,Pocket,http://images.amazon.com/images/P/0671705091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671705091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671705091.01.LZZZZZZZ.jpg,22,8.681818181818182,Fiction,36.0,5.444385026737968
0373484003,Irish Hearts,Nora Roberts,2000.0,Silhouette,http://images.amazon.com/images/P/0373484003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg,26,7.846153846153846,Romance,26.0,4.985767174002468
0440223237,Malice,DANIELLE STEEL,1997.0,Dell,http://images.amazon.com/images/P/0440223237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440223237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440223237.01.LZZZZZZZ.jpg,9,7.222222222222222,Fiction,29.0,4.429590017825312
1558747109,"Chicken Soup for the Cat and Dog Lover's Soul - Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters",Jack Canfield,1999.0,Health Communications,http://images.amazon.com/images/P/1558747109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747109.01.LZZZZZZZ.jpg,16,8.25,Romance,27.0,5.121122994652406
0786884142,A Monk Swimming : A Memoir,Malachy McCourt,1999.0,Hyperion,http://images.amazon.com/images/P/0786884142.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786884142.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786884142.01.LZZZZZZZ.jpg,8,6.75,Biography,27.0,4.135561497326203
0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000.0,Broadway,http://images.amazon.com/images/P/0767905385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.LZZZZZZZ.jpg,49,7.857142857142857,Fiction,26.0,5.2383498854087085
0671793551,"A Fever in the Heart : Ann Rule's Crime Files, Volume III",Ann Rule,1996.0,Pocket,http://images.amazon.com/images/P/0671793551.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671793551.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671793551.01.LZZZZZZZ.jpg,12,6.333333333333333,Mystery,30.0,3.9283422459893047
0440211263,Circle of Friends,Maeve Binchy,1991.0,Dell,http://images.amazon.com/images/P/0440211263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.LZZZZZZZ.jpg,55,8.181818181818182,Fiction,35.0,5.497326203208556
0553260111,The Bourne Identity,Robert Ludlum,1984.0,Bantam Books,http://images.amazon.com/images/P/0553260111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg,49,7.73469387755102,Fiction,42.0,5.164880497653607
0380775840,Amber Beach (Donovan),Elizabeth Lowell,1998.0,Avon,http://images.amazon.com/images/P/0380775840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380775840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380775840.01.LZZZZZZZ.jpg,11,7.818181818181818,Fiction,28.0,4.8085561497326195
0394900014,Cat in the Hat (I Can Read It All by Myself Beginner Books),Seuss,1957.0,Random House Books for Young Readers,http://images.amazon.com/images/P/0394900014.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394900014.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394900014.01.LZZZZZZZ.jpg,6,9.5,Fantasy,69.0,5.764171122994653
0553575007,Touch of Enchantment,Teresa Medeiros,1997.0,Bantam Books,http://images.amazon.com/images/P/0553575007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553575007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553575007.01.LZZZZZZZ.jpg,6,7.833333333333333,Fiction,29.0,4.764171122994652
0553563343,Breath of Magic,Teresa Medeiros,1996.0,Bantam Books,http://images.amazon.com/images/P/0553563343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553563343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553563343.01.LZZZZZZZ.jpg,5,7.8,Fantasy,30.0,4.733475935828877
0743411439,Bitterroot,James Lee Burke,2002.0,Pocket,http://images.amazon.com/images/P/0743411439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743411439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743411439.01.LZZZZZZZ.jpg,9,8.11111111111111,Fiction,24.0,4.962923351158645
0767900383,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway,http://images.amazon.com/images/P/0767900383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg,44,7.204545454545454,Fiction,29.0,4.79331550802139
0786889055,Voodoo River (Elvis Cole Novels (Paperback)),Robert Crais,1996.0,Hyperion,http://images.amazon.com/images/P/0786889055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889055.01.LZZZZZZZ.jpg,6,8.833333333333334,Fiction,30.0,5.3641711229946525
0380804697,Paradise Lost,J.A. Jance,2002.0,Avon,http://images.amazon.com/images/P/0380804697.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380804697.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380804697.01.LZZZZZZZ.jpg,11,6.7272727272727275,Fiction,24.0,4.154010695187165
0425178951,Deep South,Nevada Barr,2001.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425178951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178951.01.LZZZZZZZ.jpg,18,7.611111111111111,Fiction,25.0,4.7591800356506235
0684865742,Tis: A Memoir,Frank McCourt,2000.0,Scribner,http://images.amazon.com/images/P/0684865742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.LZZZZZZZ.jpg,42,7.595238095238095,Biography,26.0,5.006340718105424
0385313632,Hard Time (V.I. Warshawski Novels (Hardcover)),SARA PARETSKY,1999.0,Delacorte Press,http://images.amazon.com/images/P/0385313632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385313632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385313632.01.LZZZZZZZ.jpg,8,8.375,Historical,27.0,5.110561497326203
0380899361,Come Love a Stranger,Kathleen E. Woodiwiss,1986.0,Avon,http://images.amazon.com/images/P/0380899361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380899361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380899361.01.LZZZZZZZ.jpg,5,6.4,Romance,40.0,3.893475935828877
0671728571,Wildest Hearts,Jayne Ann Krentz,1993.0,Pocket,http://images.amazon.com/images/P/0671728571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671728571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671728571.01.LZZZZZZZ.jpg,10,7.4,Romance,33.0,4.546951871657755
0671034006,Heartbreaker,Julie Garwood,2001.0,Pocket,http://images.amazon.com/images/P/0671034006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671034006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671034006.01.LZZZZZZZ.jpg,23,8.130434782608695,Romance,25.0,5.1242501743780515
0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425116840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg,30,7.566666666666666,Fiction,37.0,4.8608556149732625
0882893327,The Voodoo Queen: A Novel (Pelican Pouch Series),Robert Tallant,1983.0,Pelican Publishing Company,http://images.amazon.com/images/P/0882893327.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0882893327.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0882893327.01.LZZZZZZZ.jpg,5,7.8,Historical,43.0,4.733475935828877
0425191184,Red Rabbit,Tom Clancy,2003.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425191184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425191184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425191184.01.LZZZZZZZ.jpg,21,7.0476190476190474,Fiction,23.0,4.453170359052712
0399142991,On the Occasion of My Last Afternoon,Kaye Gibbons,1998.0,Putnam Publishing Group,http://images.amazon.com/images/P/0399142991.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399142991.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399142991.01.LZZZZZZZ.jpg,9,6.777777777777778,Fiction,28.0,4.162923351158645
0836218221,The Authoritative Calvin and Hobbes (Calvin and Hobbes),Bill Watterson,1990.0,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218221.01.LZZZZZZZ.jpg,19,9.578947368421053,Fiction,36.0,5.950576977202364
067988288X,Wild Magic (Immortals (Paperback)),TAMORA PIERCE,1997.0,Random House Books for Young Readers,http://images.amazon.com/images/P/067988288X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067988288X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067988288X.01.LZZZZZZZ.jpg,7,8.142857142857142,Fantasy,29.0,4.960580595874713
0590224735,Kristy's Great Idea (The Baby-Sitter's Club #1),Ann M. Martin,1995.0,Scholastic,http://images.amazon.com/images/P/0590224735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590224735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590224735.01.LZZZZZZZ.jpg,6,8.166666666666666,Fiction,31.0,4.964171122994652
0141301074,The Twits (Puffin Novels),Roald Dahl,1998.0,Puffin Books,http://images.amazon.com/images/P/0141301074.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141301074.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141301074.01.LZZZZZZZ.jpg,6,7.666666666666667,Fiction,28.0,4.664171122994652
0452278902,The Green Mile: The Complete Serial Novel,Stephen King,1997.0,Plume Books,http://images.amazon.com/images/P/0452278902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452278902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452278902.01.LZZZZZZZ.jpg,17,8.294117647058824,Fiction,29.0,5.158288770053476
074343627X,Dreamcatcher,Stephen King,2001.0,Pocket,http://images.amazon.com/images/P/074343627X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.LZZZZZZZ.jpg,47,7.617021276595745,Fiction,25.0,5.072886562748891
039914465X,Southern Cross,Patricia Daniels Cornwell,1999.0,Putnam Pub Group,http://images.amazon.com/images/P/039914465X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914465X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914465X.01.LZZZZZZZ.jpg,18,6.5,Fiction,27.0,4.0925133689839575
1558747699,Chicken Soup for the Writer's Soul : Stories to Open the Heart and Rekindle the Spirit of Writers (Chicken Soup for the Soul),Jack Canfield,2000.0,Health Communications,http://images.amazon.com/images/P/1558747699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747699.01.LZZZZZZZ.jpg,6,7.666666666666667,Romance,26.0,4.664171122994652
067102423X,Bag of Bones,Stephen King,1999.0,Pocket,http://images.amazon.com/images/P/067102423X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.LZZZZZZZ.jpg,65,7.7846153846153845,Fiction,27.0,5.3659563965446315
0380797399,Faded Coat of Blue,Owen Parry,2000.0,Avon,http://images.amazon.com/images/P/0380797399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380797399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380797399.01.LZZZZZZZ.jpg,7,8.428571428571429,Fiction,26.0,5.132009167303285
0345334531,Feast of All Saints,Anne Rice,1986.0,Ballantine Books,http://images.amazon.com/images/P/0345334531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345334531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345334531.01.LZZZZZZZ.jpg,26,7.1923076923076925,Fiction,40.0,4.593459481694776
0316316962,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2000.0,"Little, Brown",http://images.amazon.com/images/P/0316316962.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316316962.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316316962.01.LZZZZZZZ.jpg,9,8.333333333333334,Fiction,26.0,5.096256684491979
0060920432,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,1991.0,Perennial,http://images.amazon.com/images/P/0060920432.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060920432.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060920432.01.LZZZZZZZ.jpg,5,7.8,Fiction,35.0,4.733475935828877
0399143947,Point of Origin,Patricia Daniels Cornwell,1998.0,Putnam Pub Group,http://images.amazon.com/images/P/0399143947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399143947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399143947.01.LZZZZZZZ.jpg,31,7.870967741935484,Fiction,28.0,5.054131447300328
0440237262,The Program,Stephen White,2002.0,Dell Publishing Company,http://images.amazon.com/images/P/0440237262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440237262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440237262.01.LZZZZZZZ.jpg,14,7.357142857142857,Fiction,24.0,4.564018334606569
0486264785,The Importance of Being Earnest (Dover Thrift Editions),Oscar Wilde,1990.0,Dover Publications,http://images.amazon.com/images/P/0486264785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486264785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486264785.01.LZZZZZZZ.jpg,11,8.454545454545455,Fiction,36.0,5.190374331550802
0060809833,Brave New World,Aldous Huxley,1989.0,Harpercollins,http://images.amazon.com/images/P/0060809833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060809833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060809833.01.LZZZZZZZ.jpg,16,9.0,Fiction,37.0,5.571122994652406
0156711427,A Passage to India,E.M. Forster,1965.0,Harvest Books,http://images.amazon.com/images/P/0156711427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156711427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156711427.01.LZZZZZZZ.jpg,17,7.352941176470588,Fiction,61.0,4.593582887700534
0345390458,Havana Bay,Martin Cruz Smith,2001.0,Ballantine Books,http://images.amazon.com/images/P/0345390458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345390458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345390458.01.LZZZZZZZ.jpg,7,6.857142857142857,Fiction,25.0,4.189152024446142
0425090787,The Fourth Deadly Sin,Lawrence Sanders,2001.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425090787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425090787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425090787.01.LZZZZZZZ.jpg,7,7.142857142857143,Horror,25.0,4.360580595874714
0553268880,The Prince of Tides,Pat Conroy,1987.0,Bantam Books,http://images.amazon.com/images/P/0553268880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.LZZZZZZZ.jpg,52,8.115384615384615,Fiction,39.0,5.425380501851089
0446521582,The Honk and Holler Opening Soon,Billie Letts,1998.0,Warner Books,http://images.amazon.com/images/P/0446521582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446521582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446521582.01.LZZZZZZZ.jpg,12,7.333333333333333,Fiction,28.0,4.528342245989304
0151002630,The Magician's Assistant,Ann Patchett,1997.0,Harcourt,http://images.amazon.com/images/P/0151002630.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151002630.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151002630.01.LZZZZZZZ.jpg,6,8.0,Fantasy,29.0,4.8641711229946525
0316666009,1st to Die: A Novel,James Patterson,2001.0,Little Brown and Company,http://images.amazon.com/images/P/0316666009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316666009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316666009.01.LZZZZZZZ.jpg,40,7.6,Fiction,25.0,4.987807486631016
0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995.0,Ballantine Books,http://images.amazon.com/images/P/0345391810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391810.01.LZZZZZZZ.jpg,23,8.130434782608695,Fiction,31.0,5.1242501743780515
0671516922,Trust Me,Jayne Ann Krentz,1995.0,Pocket,http://images.amazon.com/images/P/0671516922.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671516922.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671516922.01.LZZZZZZZ.jpg,8,6.875,Fiction,31.0,4.2105614973262036
0671015206,The Millionaire Next Door,Thomas J. Stanley,1998.0,Pocket,http://images.amazon.com/images/P/0671015206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671015206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671015206.01.LZZZZZZZ.jpg,6,6.0,Fiction,28.0,3.664171122994652
0440216540,Before and After,Rosellen Brown,1993.0,Dell,http://images.amazon.com/images/P/0440216540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440216540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440216540.01.LZZZZZZZ.jpg,7,6.285714285714286,Fiction,33.0,3.846294881588999
0140431357,Tess of the D'Urbervilles (Penguin Classics),Thomas Hardy,1978.0,Penguin Books,http://images.amazon.com/images/P/0140431357.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140431357.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140431357.01.LZZZZZZZ.jpg,7,7.714285714285714,Fiction,48.0,4.703437738731856
0446611867,A Bend in the Road,Nicholas Sparks,2002.0,Warner Books,http://images.amazon.com/images/P/0446611867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.LZZZZZZZ.jpg,66,7.53030303030303,Fiction,24.0,5.224064171122994
0385336179,Shopaholic Ties the Knot,Sophie Kinsella,2003.0,Delta,http://images.amazon.com/images/P/0385336179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.LZZZZZZZ.jpg,51,8.058823529411764,Fiction,23.0,5.380748663101604
060980619X,God Save the Sweet Potato Queens,JILL CONNER BROWNE,2001.0,Three Rivers Press,http://images.amazon.com/images/P/060980619X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/060980619X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/060980619X.01.LZZZZZZZ.jpg,14,8.0,Historical,25.0,4.949732620320855
0440900794,The Giver,Lois Lowry,1994.0,Random House Childrens Pub,http://images.amazon.com/images/P/0440900794.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440900794.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440900794.01.LZZZZZZZ.jpg,8,8.5,Fiction,32.0,5.185561497326203
0373483880,The Macgregors: Serena - Caine (The Macgregors),Nora Roberts,1998.0,Silhouette,http://images.amazon.com/images/P/0373483880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373483880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373483880.01.LZZZZZZZ.jpg,11,8.363636363636363,Fiction,28.0,5.135828877005347
0061042005,Suddenly,Barbara Delinsky,1994.0,HarperTorch,http://images.amazon.com/images/P/0061042005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061042005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061042005.01.LZZZZZZZ.jpg,12,7.0,Fiction,32.0,4.328342245989305
0553582755,One Door Away from Heaven,Dean R. Koontz,2002.0,Bantam Books,http://images.amazon.com/images/P/0553582755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg,56,7.839285714285714,Fiction,24.0,5.3025019098548505
